alors	ADV	alors
tu	PRO:cls	tu
comprenais	VER:impf	comprendre
pas	ADV	pas
où	PRO:rel	où
étaient	VER:impf	être
les	DET:def	le
trucs	NOM	truc
comment	PRO:int	comment
ça	PRO:cls	ça
se	PRO:clo	se
faisait	VER:impf	faire
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
aucun	DET:ind	aucun
jugement	NOM	jugement
quoi	INT	quoi
vraiment	ADV	vraiment
autant	ADV	autant
on	PRO:cls	on
pouvait	VER:impf	pouvoir
vachement	ADV	vachement
t'	PRO:clo	te
aider	VER:infi	aider
autant	ADV	autant
ça	PRO:cls	ça
ne	ADV	ne
te	PRO:clo	te
dérangeait	VER:impf	déranger
pas	ADV	pas
non	FNO	non
plus	ADV	plus
d'	PRP	un
aller	VER:infi	aller
aider	VER:infi	aider
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
cette	DET:dem	ce
année	NOM	année
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
chacun	PRO:ind	chacun
chacun	PRO:ind	chacun
se	PRO:clo	se
démerde	VER:pres	démerder
et	KON	et
il	PRO:cls	il
fait	VER:pres	faire
comme	KON	comme
il	PRO:cls	il
peut	VER:pres	pouvoir
et	KON	et
euh	INT	euh
on	PRO:cls	on
a	AUX:pres	avoir
eu	VER:pper	avoir
quelques	DET:ind	quelque
couacs	NOM	couac
quoi	INT	quoi
.	NAM	<unknown>
.	NAM	<unknown>
donc	ADV	donc
euh	INT	euh
bon	INT	bon
du	PRP:det	du
coup	NOM	coup
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
moins	ADV	moins
agréable	ADJ	agréable
quoi	INT	quoi
pour	PRP	pour
toi	PRO:ton	toi
ben	INT	ben
c'	PRO:cls	ce
était	VER:impf	être
moins	ADV	moins
agréable	ADJ	agréable
ouais	FNO	ouais
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
moins	ADV	moins
moins	ADV	moins
cool	ADJ	cool
on	PRO:cls	on
m'	PRO:clo	me
a	AUX:pres	avoir
oubliée	VER:pper	oublier
une	DET:ind	un
fois	NOM	fois
d'	PRP	un
ailleurs	ADV	ailleurs
ah	INT	ah
bon	INT	bon
sur	PRP	sur
un	DET:ind	un
site	NOM	site
ouais	FNO	ouais
on	PRO:cls	on
était	AUX:impf	être
parti	VER:pper	partir
clubbing	NOM	<unknown>
avec	PRP	avec
les	DET:def	le
enfants	NOM	enfant
à	PRP	à
Worthing	NAM	<unknown>
qui	PRO:rel	qui
est	VER:pres	être
à	PRP	à
peu	NOM	peu
près	ADV	près
à	PRP	à
genre	NOM	genre
une	DET:ind	un
heure	NOM	heure
de	PRP	de
Brighton	NAM	<unknown>
enfin	ADV	enfin
de	PRP	de
Ovingdean	NOM	<unknown>
là	ADV	là
où	PRO:int	où
on	PRO:cls	on
était	VER:impf	être
et	KON	et
euh	INT	euh
donc	ADV	donc
au	PRP:det	au
fait	NOM	fait
le	DET:def	le
truc	NOM	truc
c'	PRO:cls	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plusieurs	DET:ind	plusieurs
écoles	NOM	école
qui	PRO:rel	qui
viennent	VER:pres	venir
euh	INT	euh
qui	PRO:rel	qui
viennent	VER:pres	venir
en	PRP	en
en	PRP	en
même	ADJ	même
temps	NOM	temps
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
pour	PRP	pour
euh	INT	euh
pour	PRP	pour
cette	DET:dem	ce
soirée	NOM	soirée
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
soirées	NOM	soirée
en	PRP	en
boîte	NOM	boîte
mais	KON	mais
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
co-	TRC	co-
c'	PRO:cls	ce
est	VER:pres	être
c-	TRC	c-
assez	ADV	assez
connu	VER:pper	connaître
en	PRP	en
Allemagne	NAM	Allemagne
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
si	KON	si
ça	PRO:cls	ça
se	PRO:clo	se
fait	VER:pres	faire
en	PRP	en
France	NAM	France
mais	KON	mais
euh	INT	euh
c'	PRO:cls	ce
est	AUX:pres	être
ouvert	VER:pper	ouvrir
pour	PRP	pour
les	DET:def	le
jeunes	ADJ	jeune
de	PRP	de
moins	ADV	moins
de	PRP	de
dix-huit	NUM	@card@
ans	NOM	an
c'	PRO:cls	ce
est	VER:pres	être
sans	PRP	sans
alcool	NOM	alcool
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
jusqu'	PRP	jusque
à	PRP	à
dix	NUM	@card@
heures	NOM	heure
et	KON	et
demie	NOM	demi
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
et	KON	et
euh	INT	euh
donc	ADV	donc
on	PRO:cls	on
les	PRO:clo	le
amène	VER:pres	amener
là-bas	ADV	là-bas
et	KON	et
euh	INT	euh
donc	ADV	donc
après	ADV	après
on	PRO:cls	on
les	PRO:clo	le
fait	VER:pres	faire
repartir	VER:infi	repartir
et	KON	et
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
mes	DET:pos	mon
collègues	NOM	collègue
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
on	PRO:cls	on
a	VER:pres	avoir
on	PRO:cls	on
les	PRO:clo	le
avait	AUX:impf	avoir
fait	VER:pper	faire
se	PRO:clo	se
regrouper	VER:infi	regrouper
et	KON	et
puis	KON	puis
s-	TRC	s-
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
plusieurs	PRO:ind	plusieurs
qui	PRO:rel	qui
sont	AUX:pres	être
partis	VER:pper	partir
avec	PRP	avec
eux	PRO:ton	eux
pour	PRP	pour
les	PRO:clo	le
mettre	VER:infi	mettre
euh	INT	euh
enfin	ADV	enfin
pour	PRP	pour
les	PRO:clo	le
faire	VER:infi	faire
rentrer	VER:infi	rentrer
dans	PRP	dans
le	DET:def	le
coach	NOM	coach
hum	FNO	hum
hum	FNO	hum
et	KON	et
les	PRO:clo	le
compter	VER:infi	compter
vérifier	VER:infi	vérifier
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
aient	VER:subp	avoir
pas	ADV	pas
qui	PRO:rel	qui
soient	AUX:subp	être
restés	VER:pper	rester
derrière	ADV	derrière
et	KON	et
tout	PRO:ind	tout
et	KON	et
moi	PRO:ton	moi
je	PRO:cls	je
suis	AUX:pres	être
restée	VER:pper	rester
euh	INT	euh
parce	TRC	parce
que	KON	que
enfin	ADV	enfin
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
toujours	ADV	toujours
un	NUM	@card@
ou	KON	ou
deux	NUM	@card@
enfin	ADV	enfin
qui	PRO:rel	qui
sont	VER:pres	être
tout	ADV	tout
seuls	ADJ	seul
qui	PRO:rel	qui
sont	AUX:pres	être
complètement	ADV	complètement
paumés	VER:pper	paumer
et	KON	et
puis	KON	puis
ben	INT	ben
j'	PRO:cls	je
en	PRO:clo	en
ai	VER:pres	avoir
euh	INT	euh
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
redirigés	VER:pper	<unknown>
trois	NUM	@card@
ou	KON	ou
quatre	NUM	@card@
comme	KON	comme
ça	PRO:ton	ça
donc	ADV	donc
je	PRO:cls	je
suis	AUX:pres	être
restée	VER:pper	rester
je	PRO:cls	je
suis	AUX:pres	être
restée	VER:pper	rester
j'	PRO:cls	je
ai	AUX:pres	avoir
laissé	VER:pper	laisser
passer	VER:infi	passer
dix	NUM	@card@
minutes	NOM	minute
à	PRP	à
peu	NOM	peu
près	ADV	près
entre	PRP	entre
le	DET:def	le
le	DET:def	le
moment	NOM	moment
où	PRO:rel	où
le	DET:def	le
gros	ADJ	gros
batch	NOM	<unknown>
est	AUX:pres	être
parti	VER:pper	partir
et	KON	et
puis	KON	puis
euh	INT	euh
où	PRO:int	où
je	PRO:cls	je
suis	AUX:pres	être
partie	VER:pper	partir
je	PRO:cls	je
pars	VER:pres	partir
je	PRO:cls	je
ne	ADV	ne
vois	VER:pres	voir
plus	ADV	plus
personne	PRO:ind	personne
je	PRO:cls	je
fais	VER:pres	faire
.	NAM	<unknown>
.	NAM	<unknown>
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
je	PRO:cls	je
vais	VER:pres	aller
voir	VER:infi	voir
un	DET:ind	un
hum	FNO	hum
un	DET:ind	un
coach	NOM	coach
driver	VER:infi	driver
d'	PRP	un
une	DET:ind	un
autre	ADJ	autre
d'	PRP	un
une	DET:ind	un
autre	ADJ	autre
école	NOM	école
je	PRO:cls	je
dis	VER:pres	dire
mais	KON	mais
vous	PRO:cls	vous
savez	VER:pres	savoir
où	PRO:int	où
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
sont	VER:pres	être
et	KON	et
tout	PRO:ind	tout
il	PRO:clsi	il
me	PRO:clo	me
fait	VER:pres	faire
euh	INT	euh
oh	INT	oh
yeah	FNO	yeah
i	VER:subi	<unknown>
think	NOM	<unknown>
they	NOM	<unknown>
left	NOM	<unknown>
j'	PRO:cls	je
étais	VER:impf	être
là	ADV	là
you	ADJ	<unknown>
are	NOM	are
joking	NOM	<unknown>
no	ETR	no 
no	ETR	no 
no	ETR	no 
i'm	NOM	<unknown>
pretty	NOM	<unknown>
sure	ADJ	sur
they	NOM	<unknown>
left	NOM	<unknown>
j'	PRO:cls	je
étais	VER:impf	être
là	ADV	là
d'	PRP	un
accord	NOM	accord
.	NAM	<unknown>
.	NAM	<unknown>
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
intéressant	ADJ	intéressant
j'	PRO:cls	je
essaie	VER:pres	essayer
de	PRP	de
joindre	VER:infi	joindre
les	DET:def	le
gens	NOM	gens
personne	PRO:ind	personne
ne	ADV	ne
répond	VER:pres	répondre
ah	INT	ah
ben	INT	ben
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
chouette	ADJ	chouette
ça	PRO:ton	ça
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
dû	VER:pper	devoir
passer	VER:infi	passer
j'	PRO:cls	je
ai	AUX:pres	avoir
dû	VER:pper	devoir
c'	PRO:cls	ce
était	VER:impf	être
quoi	INT	quoi
un	DET:ind	un
gros	ADJ	gros
bus	NOM	bus
ouais	FNO	ouais
ouais	FNO	ouais
ouais	FNO	ouais
donc	ADV	donc
j'	PRO:cls	je
ai	AUX:pres	avoir
dû	VER:pper	devoir
appeler	VER:infi	appeler
Ovingdean	NOM	<unknown>
pour	PRP	pour
que	KON	que
une	DET:ind	un
des	DET:ind	un
filles	NOM	fille
qui	PRO:rel	qui
était	VER:impf	être
une	NUM	@card@
de	PRP	de
mes	DET:pos	mon
collègues	NOM	collègue
qui	PRO:rel	qui
était	VER:impf	être
en	PRP	en
p-	TRC	p-
en	PRP	en
permanence	NOM	permanence
là-bas	ADV	là-bas
réponde	VER:subp	répondre
ah	INT	ah
elle	PRO:cls	elle
me	PRO:clo	me
fait	VER:pres	faire
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
et	KON	et
tout	PRO:ind	tout
ben	INT	ben
écoute	VER:impe	écouter
euh	INT	euh
je	PRO:cls	je
vais	VER:pres	aller
vite	ADV	vite
voir	VER:infi	voir
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
et	KON	et
euh	INT	euh
je	PRO:cls	je
te	PRO:clo	te
rappelle	VER:pres	rappeler
et	KON	et
donc	ADV	donc
elle	PRO:cls	elle
appelle	VER:pres	appeler
euh	INT	euh
dans	PRP	dans
le	DET:def	le
bus	NOM	bus
c'	PRO:cls	ce
est	VER:pres	être
¤Pren¤	NAM	<unknown>
un	DET:ind	un
des	DET:ind	un
garçons	NOM	garçon
qui	PRO:rel	qui
répond	VER:pres	répondre
fait	VER:pper	faire
euh	INT	euh
et	KON	et
euh	INT	euh
en	PRP	en
plus	ADV	plus
c'	PRO:cls	ce
était	VER:impf	être
carrément	ADV	carrément
le	DET:def	le
caractère	NOM	caractère
de	PRP	de
cette	DET:dem	ce
fille	NOM	fille
là	ADV	là
donc	ADV	donc
euh	INT	euh
comment	PRO:int	comment
elle	PRO:cls	elle
s'	PRO:clo	se
appelle	VER:pres	appeler
¤Pren¤	NAM	<unknown>
qui	PRO:rel	qui
fait	VER:pres	faire
euh	INT	euh
¤Pren¤	NAM	<unknown>
do	NOM	do
know	NOM	<unknown>
where	NOM	<unknown>
¤Pren¤	NAM	<unknown>
is	VER:futu	<unknown>
can	NOM	<unknown>
i	ADJ	<unknown>
speak	NOM	<unknown>
to	VER:impe	<unknown>
her	VER:impe	<unknown>
please	VER:impe	<unknown>
et	KON	et
euh	INT	euh
il	PRO:cls	il
dit	VER:pres	dire
euh	INT	euh
oui	FNO	oui
oui	FNO	oui
euh	INT	euh
enfin	ADV	enfin
elle	PRO:cls	elle
est	VER:pres	être
quelque	ADJ	<unknown>
part	NOM	part
elle	PRO:cls	elle
est	VER:pres	être
à	PRP	à
l'	DET:def	le
étage	NOM	étage
certainement	ADV	certainement
et	KON	et
tout	PRO:ind	tout
i'm	NOM	<unknown>
go-	TRC	<unknown>
je	PRO:cls	je
vais	VER:pres	aller
la	PRO:clo	le
chercher	VER:infi	chercher
et	KON	et
euh	INT	euh
well	NOM	<unknown>
i	ADJ	<unknown>
can't	NOM	<unknown>
seem	NOM	<unknown>
to	ADJ	<unknown>
find	ADJ	<unknown>
her	NOM	<unknown>
i	ADJ	<unknown>
don't	NOM	<unknown>
know	NOM	<unknown>
where	NOM	<unknown>
she	NOM	<unknown>
is	ADJ	<unknown>
maybe	NOM	<unknown>
she	NOM	<unknown>
is	ADJ	<unknown>
downstairs	NOM	<unknown>
again	ADJ	<unknown>
so	NOM	<unknown>
il	PRO:cls	il
i-	TRC	i-
commence	VER:pres	commencer
à	PRP	à
redescendre	VER:infi	redescendre
et	KON	et
puis	KON	puis
no	ETR	no 
no	ETR	no 
no	ETR	no 
no	ETR	no 
stop	NOM	stop
it	ADJ	<unknown>
you	NOM	<unknown>
forgot	NOM	<unknown>
her	ADJ	<unknown>
xxx	NOM	<unknown>
mais	KON	mais
oui	FNO	oui
et	KON	et
moi	PRO:ton	moi
j'	PRO:cls	je
étais	VER:impf	être
putain	INT	putain
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
possible	ADJ	possible
elle	PRO:cls	elle
me	PRO:clo	me
rappelle	VER:pres	rappeler
pour	PRP	pour
me	PRO:clo	me
dire	VER:infi	dire
¤Pren¤	NAM	<unknown>
vois	VER:pres	voir
qui	PRO:rel	qui
tu	PRO:cls	tu
veux	VER:pres	vouloir
blamer	VER:infi	<unknown>
pour	PRP	pour
ça	PRO:ton	ça
mais	KON	mais
ils	PRO:cls	il
t'	PRO:clo	te
ont	AUX:pres	avoir
effectivement	ADV	effectivement
oubliée	VER:pper	oublier
ils	PRO:cls	il
sont	AUX:pres	être
partis	VER:pper	partir
et	KON	et
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
what	NOM	<unknown>
the	ETR	the
fuck	NOM	<unknown>
je	PRO:cls	je
suis	VER:pres	être
en	PRP	en
train	NOM	train
de	PRP	de
faire	VER:infi	faire
mon	DET:pos	mon
travail	NOM	travail
purée	INT	purée
j'	PRO:cls	je
étais	VER:impf	être
en	PRP	en
train	NOM	train
de	PRP	de
faire	VER:infi	faire
mon	DET:pos	mon
travail	NOM	travail
et	KON	et
ils	PRO:cls	il
m'	PRO:clo	me
ont	AUX:pres	avoir
oubliée	VER:pper	oublier
j'	PRO:cls	je
étais	VER:impf	être
mais	KON	mais
complètement	ADV	complètement
verte	ADJ	vert
quoi	INT	quoi
franchement	ADV	franchement
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
cool	ADJ	cool
et	KON	et
dans	PRP	dans
tout	DET:pre	tout
ça	PRO:ton	ça
du	PRP:det	du
coup	NOM	coup
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
fait	VER:pper	faire
taper	VER:infi	taper
sur	PRP	sur
les	DET:def	le
doigts	NOM	doigt
parce	TRC	parce
que	KON	que
on	PRO:cls	on
est	AUX:pres	être
rentré	VER:pper	rentrer
plus	ADV	plus
tard	ADV	tard
au	PRP:det	au
College	NAM:sig	<unknown>
ce	PRO:dem	ce
qui	PRO:rel	qui
fait	VER:pres	faire
que	KON	que
les	DET:def	le
homestays	NOM	<unknown>
ceux	PRO:dem	celui
qui	PRO:rel	qui
dorment	VER:pres	dormir
dans	PRP	dans
les	DET:def	le
familles	NOM	famille
d'	PRP	un
accueil	NOM	accueil
sont	AUX:pres	être
rentrés	VER:pper	rentrer
plus	ADV	plus
tard	ADV	tard
chez	PRP	chez
eux	PRO:ton	eux
ah	INT	ah
oui	FNO	oui
ah	INT	ah
oui	FNO	oui
ça	PRO:cls	ça
a	AUX:pres	avoir
pas	ADV	pas
dû	VER:pper	devoir
xxx	NOM	<unknown>
et	KON	et
bon	INT	bon
ça	PRO:cls	ça
a	AUX:pres	avoir
créé	VER:pper	créer
des	DET:ind	un
incidents	NOM	incident
quoi	INT	quoi
parce	TRC	parce
que	KON	que
ils	PRO:cls	il
ont	AUX:pres	avoir
déjà	ADV	déjà
appelé	VER:pper	appeler
enfn	VER:subi	<unknown>
ils	PRO:cls	il
ont	AUX:pres	avoir
appelé	VER:pper	appeler
Ovingdean	NOM	<unknown>
pour	PRP	pour
savoir	VER:infi	savoir
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passait	VER:impf	passer
et	KON	et
ben	INT	ben
c'	PRO:cls	ce
était	VER:impf	être
ça	PRO:ton	ça
ah	INT	ah
ah	INT	ah
la	DET:def	le
poisse	NOM	poisse
franchement	ADV	franchement
ça	PRO:ton	ça
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
j'	PRO:cls	je
avais	AUX:impf	avoir
trouvé	VER:pper	trouver
ça	PRO:ton	ça
nul	ADJ	nul
et	KON	et
puis	KON	puis
ils	PRO:cls	il
étaient	VER:impf	être
tous	PRO:ind	tout
en	PRP	en
mode	NOM	mode
ah	INT	ah
on	PRO:cls	on
est	AUX:pres	être
désolé	VER:pper	désoler
on	PRO:cls	on
t'	PRO:clo	te
a	AUX:pres	avoir
oubliée	VER:pper	oublier
et	KON	et
tout	PRO:ind	tout
mais	KON	mais
j'	PRO:cls	je
étais	VER:impf	être
là	ADV	là
mais	KON	mais
euh	INT	euh
en	PRP	en
plus	ADV	plus
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
deux	NUM	@card@
filles	NOM	fille
avec	PRP	avec
qui	PRO:rel	qui
j'	PRO:cls	je
étais	VER:impf	être
très	ADV	très
proche	ADJ	proche
quoi	INT	quoi
et	KON	et
euh	INT	euh
elles	PRO:cls	elle
ont	AUX:pres	avoir
pas	ADV	pas
remarqué	VER:pper	remarquer
elles	PRO:cls	elle
ont	AUX:pres	avoir
pas	ADV	pas
remarqué	VER:pper	remarquer
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
c'	PRO:cls	ce
est	VER:pres	être
nul	ADJ	nul
ça	PRO:ton	ça
alors	ADV	alors
qu'	KON	que
on	PRO:cls	on
avait	VER:impf	avoir
pas	ADV	pas
le	DET:def	le
le	DET:def	le
plus	ADV	plus
d'	PRP	un
enfants	NOM	enfant
quoi	INT	quoi
on	PRO:cls	on
a	AUX:pres	avoir
fait	VER:pper	faire
des	DET:ind	un
trucs	NOM	truc
avec	PRP	avec
beaucoup	ADV	beaucoup
plus	ADV	plus
d'	PRP	un
enfants	NOM	enfant
donc	ADV	donc
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
compris	VER:pper	comprendre
mais	KON	mais
tu	PRO:cls	tu
parlais	VER:impf	parler
d'	PRP	un
étages	NOM	étage
tu	PRO:cls	tu
veux	VER:pres	vouloir
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
bus	NOM	bus
à	PRP	à
oui	FNO	oui
des	DET:ind	un
double	ADJ	double
decker	NOM	<unknown>
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
euh	INT	euh
voilà	FNO	voilà
tu	PRO:cls	tu
avais	AUX:impf	avoir
eu	VER:pper	avoir
combien	PRO:int	combien
d'	PRP	un
enfants	NOM	enfant
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
beaucoup	ADV	beaucoup
ça	PRO:cls	ça
/m'a	MLT	<unknown>
m'	PRO:clo	me
en/	VER:cond	<unknown>
fait	VER:pper	faire
soixante	NUM	@card@
ben	INT	ben
parfois	ADV	parfois
on	PRO:cls	on
partait	VER:impf	partir
avec	PRP	avec
deux	NUM	@card@
ou	KON	ou
trois	NUM	@card@
double	NOM	double
deck	NOM	<unknown>
ah	INT	ah
mon	DET:pos	mon
dieu	NOM	dieu
c'	PRO:cls	ce
est	VER:pres	être
horrible	ADJ	horrible
donc	ADV	donc
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
fois	NOM	fois
l'	DET:def	le
année	NOM	année
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
deux	NUM	@card@
ans	NOM	an
on	PRO:cls	on
avait	AUX:impf	avoir
fait	VER:pper	faire
un	DET:ind	un
truc	NOM	truc
à	PRP	à
Brighton	NAM	<unknown>
on	PRO:cls	on
est	AUX:pres	être
parti	VER:pper	partir
avec	PRP	avec
euh	INT	euh
cent	NUM	@card@
vingt	NUM	@card@
gamins	NOM	gamin
quoi	INT	quoi
et	KON	et
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
dessus	ADV	dessus
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
même	ADV	même
des	DET:ind	un
gens	NOM	gens
de	PRP	de
la	DET:def	le
réception	NOM	réception
qui	PRO:rel	qui
sont	AUX:pres	être
venus	VER:pper	venir
nous	PRO:clo	nous
aider	VER:infi	aider
pour	PRP	pour
ça	PRO:ton	ça
mais	KON	mais
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
euh	INT	euh
mortel	ADJ	mortel
oh	INT	oh
là	ADV	là
là	ADV	là
pour	PRP	pour
les	PRO:clo	le
compter	VER:infi	compter
après	ADV	après
c'	PRO:cls	ce
était	VER:impf	être
euh	INT	euh
les	DET:def	le
petits	ADJ	petit
monstres	NOM	monstre
ouais	FNO	ouais
ben	INT	ben
tu	PRO:cls	tu
dois	VER:pres	devoir
pas	ADV	pas
te	PRO:clo	te
tromper	VER:infi	tromper
après	ADV	après
ils	PRO:cls	il
avaient	VER:impf	avoir
quel	DET:int	quel
âge	NOM	âge
ils	PRO:cls	il
ont	VER:pres	avoir
entre	PRP	entre
dix	NUM	@card@
non	FNO	non
euh	INT	euh
ceux	PRO:dem	celui
qui	PRO:rel	qui
vont	VER:pres	aller
clubbing	NOM	<unknown>
ils	PRO:cls	il
ont	VER:pres	avoir
entre	PRP	entre
quatorze	NUM	@card@
et	KON	et
dix-sept	NUM	@card@
ans	NOM	an
ouais	FNO	ouais
bon	INT	bon
ça	PRO:cls	ça
va	VER:pres	aller
ils	PRO:cls	il
sont	VER:pres	être
un	DET:ind	un
peu	NOM	peu
ils	PRO:cls	il
sont	VER:pres	être
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
grands	ADJ	grand
ils	PRO:cls	il
sont	VER:pres	être
surtout	ADV	surtout
très	ADV	très
chiants	ADJ	<unknown>
ouais	FNO	ouais
et	KON	et
très	ADV	très
en	PRP	en
mode	NOM	mode
euh	INT	euh
je	PRO:cls	je
fais	VER:pres	faire
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
veux	VER:pres	vouloir
je	PRO:cls	je
fais	VER:pres	faire
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
veux	VER:pres	vouloir
et	KON	et
puis	KON	puis
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
envie	NOM	envie
d'	PRP	un
embrasser	VER:infi	embrasser
toutes	DET:pre	tout
les	DET:def	le
filles	NOM	fille
et	KON	et
j'	PRO:cls	je
ai	VER:pres	avoir
envie	NOM	envie
d'	PRP	un
xxx	NOM	<unknown>
d'	PRP	un
embrasser	VER:infi	embrasser
tous	DET:pre	tout
les	DET:def	le
garçons	NOM	garçon
et	KON	et
puis	KON	puis
on	PRO:cls	on
va	VER:pres	aller
essayer	VER:infi	essayer
de	PRP	de
se	PRO:clo	se
cacher	VER:infi	cacher
et	KON	et
puis	KON	puis
on	PRO:cls	on
va	VER:pres	aller
essayer	VER:infi	essayer
de	PRP	de
faire	VER:infi	faire
des	DET:ind	un
trucs	NOM	truc
on	PRO:cls	on
va	VER:pres	aller
essayer	VER:infi	essayer
de	PRP	de
faire	VER:infi	faire
les	DET:def	le
fous	ADJ	fou
on	PRO:cls	on
va	VER:pres	aller
essayer	VER:infi	essayer
de	PRP	de
voilà	FNO	voilà
ah	INT	ah
ouais	FNO	ouais
oh	INT	oh
là	ADV	là
là	ADV	là
tu	PRO:cls	tu
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
très	ADV	très
anglais	ADJ	anglais
ou	KON	ou
c'	PRO:cls	ce
est	VER:pres	être
juste	ADV	juste
euh	INT	euh
l'	DET:def	le
âge	NOM	âge
non	FNO	non
mais	KON	mais
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
est	VER:pres	être
même	ADV	même
pas	ADV	pas
des	DET:ind	un
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c-	TRC	c-
Anglais	NOM	anglais
non	FNO	non
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
Européens	NOM	européen
ah	INT	ah
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
euh	INT	euh
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
âge	NOM	âge
et	KON	et
puis	KON	puis
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
vacances	NOM	vacances
et	KON	et
puis	KON	puis
ben	INT	ben
on	PRO:cls	on
se	PRO:clo	se
connaît	VER:pres	connaître
pas	ADV	pas
euh	INT	euh
ah	INT	ah
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
euh	INT	euh
appren-	TRC	<unknown>
allons	VER:pres	aller
apprendre	VER:infi	apprendre
la	DET:def	le
langue	NOM	langue
de	PRP	de
chacun	PRO:ind	chacun
ouais	FNO	ouais
donc	ADV	donc
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
ça	PRO:ton	ça
quoi	INT	quoi
et	KON	et
l'	DET:def	le
image	NOM	image
est	VER:pres	être
tout	PRO:ind	tout
aussi	ADV	aussi
