bon	INT	bon
du	PRP:det	du
coup	NOM	coup
pour	PRP	pour
après	ADV	après
l'	PRO:clo	le
accepter	VER:infi	accepter
d'	PRP	un
une	DET:ind	un
manière	NOM	manière
différente	ADJ	différent
et	KON	et
tout	PRO:ind	tout
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
tu	PRO:cls	tu
es	VER:pres	être
tu	PRO:cls	tu
es	VER:pres	être
sans	PRP	sans
cesse	NOM	cesse
obligé	VER:pper	obliger
de	PRP	de
oui	FNO	oui
bah	INT	bah
te	PRO:clo	te
re-	TRC	re-
te	PRO:clo	te
remanier	VER:infi	remanier
psychologiquement	ADV	psychologiquement
tout	DET:pre	tout
le	DET:def	le
temps	NOM	temps
et	KON	et
de	PRP	de
voilà	FNO	voilà
parce	TRC	parce
que	KON	que
des	DET:ind	un
fois	NOM	fois
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
des	DET:ind	un
patients	NOM	patient
bah	INT	bah
qui	PRO:rel	qui
t'	PRO:clo	te
agassent	VER:pres	<unknown>
quoi	INT	quoi
enfin	ADV	enfin
ils	PRO:cls	il
t'	PRO:clo	te
énervent	VER:pres	énerver
euh	INT	euh
enfin	ADV	enfin
ça	PRO:cls	ça
peut	VER:pres	pouvoir
arriver	VER:infi	arriver
bah	INT	bah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
ouais	FNO	ouais
je	PRO:cls	je
je	PRO:cls	je
on	PRO:cls	on
est	VER:pres	être
pas	ADV	pas
tous	PRO:ind	tout
parfaits	VER:pper	parfaire
on	PRO:cls	on
est	VER:pres	être
pas	ADV	pas
tous	PRO:ind	tout
là	ADV	là
euh	INT	euh
oh	INT	oh
oh	INT	oh
et	KON	et
puis	KON	puis
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
l'	DET:def	le
idée	NOM	idée
voilà	FNO	voilà
des	DET:ind	un
atomes	NOM	atome
crochus	ADJ	crochu
de	PRP	de
dans	PRP	dans
tous	DET:pre	tout
les	DET:def	le
cas	NOM	cas
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
gens	NOM	gens
euh	INT	euh
même	ADV	même
enfin	ADV	enfin
pour	PRP	pour
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
gens	NOM	gens
avec	PRP	avec
qui	PRO:rel	qui
ça	PRO:cls	ça
passe	VER:pres	passer
bien	ADV	bien
et	KON	et
d'	PRP	un
autres	ADJ	autre
euh	INT	euh
avec	PRP	avec
qui	PRO:rel	qui
ça	PRO:cls	ça
passe	VER:pres	passer
pas	ADV	pas
et	KON	et
sans	PRP	sans
savoir	VER:infi	savoir
forcément	ADV	forcément
pourquoi	PRO:int	pourquoi
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
personnes	NOM	personne
on	PRO:cls	on
les	PRO:clo	le
connait	VER:impf	<unknown>
pas	ADV	pas
forcément	ADV	forcément
pour	PRP	pour
autant	ADV	autant
ça	PRO:cls	ça
passe	VER:pres	passer
pas	ADV	pas
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
oui	FNO	oui
ça	PRO:ton	ça
il	PRO:cls	il
faut	VER:pres	falloir
toujours	ADV	toujours
euh	INT	euh
ouais	FNO	ouais
se	PRO:clo	se
remanier	VER:infi	remanier
mais	KON	mais
après	ADV	après
du	PRP:det	du
coup	NOM	coup
non	FNO	non
on	PRO:cls	on
là	ADV	là
actuellement	ADV	actuellement
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
analyser	VER:infi	analyser
euh	INT	euh
sans	PRP	sans
euh	INT	euh
analyser	VER:infi	analyser
quelqu'un	PRO:ind	quelqu'un
enfin	ADV	enfin
faire	VER:infi	faire
vrai	ADJ	vrai
une	DET:ind	un
vraie	ADJ	vrai
euh	INT	euh
analyse	NOM	analyse
psychologique	ADJ	psychologique
puisque	KON	puisque
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
euh	INT	euh
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
encore	ADV	encore
tous	DET:pre	tout
les	DET:def	le
concepts	NOM	concept
euh	INT	euh
toutes	DET:pre	tout
les	DET:def	le
visions	NOM	vision
de	PRP	de
hum	FNO	hum
de	DET:ind	un
différents	ADJ	différent
auteurs	NOM	auteur
et	KON	et
enfin	ADV	enfin
tout	DET:pre	tout
ça	PRO:ton	ça
quoi	INT	quoi
mais	KON	mais
après	ADV	après
il	PRO:cls	il
faut	VER:pres	falloir
aussi	ADV	aussi
euh	INT	euh
savoir	VER:infi	savoir
que	KON	que
qu'	KON	que
une	DET:ind	un
psychanalyse	NOM	psychanalyse
ou	KON	ou
même	ADV	même
enfin	ADV	enfin
des	DET:ind	un
entretiens	NOM	entretien
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
euh	INT	euh
analyser	VER:infi	analyser
une	DET:ind	un
personne	NOM	personne
comme	KON	comme
ça	PRO:ton	ça
quoi	INT	quoi
ça	PRO:cls	ça
demande	VER:pres	demander
un	DET:ind	un
temps	NOM	temps
phénoménal	ADJ	phénoménal
hum	FNO	hum
rien	PRO:ind	rien
que	KON	que
pour	PRP	pour
faire	VER:infi	faire
une	DET:ind	un
psychanalyse	NOM	psychanalyse
il	PRO:clsi	il
te	PRO:clo	te
faut	VER:pres	falloir
plus	ADV	plus
de	PRP	de
il	PRO:clsi	il
te	PRO:clo	te
faut	VER:pres	falloir
au	PRP:det	au
moins	ADV	moins
dix	NUM	@card@
ans	NOM	an
quoi	INT	quoi
au	PRP:det	au
minimum	NOM	minimum
hein	INT	hein
euh	INT	euh
vraiment	ADV	vraiment
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
énorme	ADJ	énorme
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
travail	NOM	travail
de	PRP	de
dingue	NOM	dingue
faut	VER:pres	falloir
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
un	DET:ind	un
gros	ADJ	gros
travail	NOM	travail
et	KON	et
puis	KON	puis
ça	PRO:cls	ça
demande	VER:pres	demander
aussi	ADV	aussi
un	DET:ind	un
travail	NOM	travail
parce	TRC	parce
que	KON	que
forcément	ADV	forcément
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
le	DET:def	le
psychologue	NOM	psychologue
qui	PRO:rel	qui
va	VER:pres	aller
travailler	VER:infi	travailler
mais	KON	mais
si	KON	si
le	DET:def	le
patient	NOM	patient
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
envie	NOM	envie
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
dans	PRP	dans
cet	DET:dem	ce
optique	NOM	optique
et	KON	et
qui	PRO:int	qui
lui	PRO:ton	lui
ne	ADV	ne
lui	PRO:clo	lui
veut	VER:pres	vouloir
pas	ADV	pas
faire	VER:infi	faire
d'	PRP	un
efforts	NOM	effort
de	PRP	de
se	PRO:clo	se
connaître	VER:infi	connaître
ou	KON	ou
de	PRP	de
enfin	ADV	enfin
euh	INT	euh
ça	PRO:cls	ça
marche	VER:pres	marcher
dans	PRP	dans
les	DET:def	le
deux	NUM	@card@
sens	NOM	sens
hein	INT	hein
euh	INT	euh
faut	VER:pres	falloir
pas	ADV	pas
croire	VER:infi	croire
hein	INT	hein
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
euh	INT	euh
directement	ADV	directement
dire	VER:infi	dire
toi	PRO:ton	toi
tu	PRO:cls	tu
es	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
comme	KON	comme
ça	PRO:ton	ça
euh	INT	euh
hum	FNO	hum
ton	DET:pos	ton
problème	NOM	problème
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
euh	INT	euh
non	FNO	non
je	PRO:cls	je
veux	VER:pres	vouloir
dire	VER:infi	dire
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
tellement	ADV	tellement
de	PRP	de
choses	NOM	chose
de	PRP	de
petits	ADJ	petit
détails	NOM	détail
qui	PRO:rel	qui
va	VER:pres	aller
qu'	KON	que
on	PRO:cls	on
a	VER:pres	avoir
besoin	NOM	besoin
d'	PRP	un
entendre	VER:infi	entendre
de	PRP	de
la	DET:def	le
part	NOM	part
de	PRP	de
du	PRP:det	du
patient	NOM	patient
sauf	PRP	sauf
qu'	KON	que
on	PRO:cls	on
l'	PRO:clo	le
entendra	VER:futu	entendre
pas	ADV	pas
dès	PRP	dès
la	DET:def	le
première	ADJ	premier
fois	NOM	fois
il	PRO:clsi	il
pour	ADV	pour
non	FNO	non
plus	ADV	plus
oui	FNO	oui
du	PRP:det	du
coup	NOM	coup
et	KON	et
puis	KON	puis
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
ce	PRO:cls	ce
sera	VER:futu	être
au	PRP:det	au
bout	NOM	bout
de	PRP	de
quelques	DET:ind	quelque
années	NOM	année
hein	INT	hein
être	VER:infi	être
à	PRP	à
la	DET:def	le
place	NOM	place
de	PRP	de
la	DET:def	le
vie	NOM	vie
de	PRP	de
cette	DET:dem	ce
personne	NOM	personne
hum	FNO	hum
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
être	VER:infi	être
à	PRP	à
la	DET:def	le
place	NOM	place
d'	PRP	un
elle	PRO:ton	elle
tu	PRO:cls	tu
as	AUX:pres	avoir
pas	ADV	pas
vécu	VER:pper	vivre
son	DET:pos	son
ce	PRO:dem	ce
qu'	PRO:rel	que
elle	PRO:cls	elle
a	AUX:pres	avoir
vécu	VER:pper	vivre
tu	PRO:cls	tu
es	VER:pres	être
pas	ADV	pas
dans	PRP	dans
sa	DET:pos	son
tête	NOM	tête
tu	PRO:cls	tu
es	VER:pres	être
pas	ADV	pas
dans	PRP	dans
son	DET:pos	son
inconscient	NOM	inconscient
tu	PRO:cls	tu
peux	VER:pres	pouvoir
pas	ADV	pas
donc	ADV	donc
tu-	TRC	<unknown>
parce	TRC	parce
qu'	KON	que
en	PRP	en
plus	ADV	plus
on	PRO:cls	on
pourra	VER:futu	pouvoir
jamais	ADV	jamais
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plein	ADV	plein
de	PRP	de
choses	NOM	chose
que	KON	que
la	DET:def	le
personne	NOM	personne
a	AUX:pres	avoir
vécu	VER:pper	vivre
et	KON	et
qui	PRO:rel	qui
l'	PRO:clo	le
ont	AUX:pres	avoir
marqué	VER:pper	marquer
elle	PRO:cls	elle
s'	PRO:clo	se
est	VER:pres	être
même	ADV	même
pas	ADV	pas
rendue	VER:pper	rendre
compte	NOM	compte
que	KON	que
ça	PRO:cls	ça
l'	PRO:clo	le
a	AUX:pres	avoir
marqué	VER:pper	marquer
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
il	PRO:cls	il
faut	VER:pres	falloir
travailler	VER:infi	travailler
euh	INT	euh
il	PRO:cls	il
faut	VER:pres	falloir
travailler	VER:infi	travailler
pour	PRP	pour
réussir	VER:infi	réussir
à	PRP	à
à	PRP	à
faire	VER:infi	faire
sortir	VER:infi	sortir
euh	INT	euh
le	DET:def	le
truc	NOM	truc
qui	PRO:rel	qui
l'	PRO:clo	le
a	AUX:pres	avoir
marquée	VER:pper	marquer
et	KON	et
qui	PRO:rel	qui
est	AUX:pres	être
complètement	ADV	complètement
enfoui	VER:pper	enfouir
et	KON	et
euh	INT	euh
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
choses	NOM	chose
parfois	ADV	parfois
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
le	DET:def	le
patient	NOM	patient
ne	ADV	ne
se	PRO:clo	se
souvient	VER:pres	souvenir
même	ADV	même
pas	ADV	pas
bah	INT	bah
non	FNO	non
même	ADV	même
pas	ADV	pas
ouais	FNO	ouais
ah	INT	ah
bah	INT	bah
oui	FNO	oui
ouais	FNO	ouais
ouais	FNO	ouais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
choses	NOM	chose
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
même	ADV	même
un	DET:ind	un
mécanisme	NOM	mécanisme
des	PRP:det	du
fois	NOM	fois
de	PRP	de
refoulement	NOM	refoulement
qui	PRO:rel	qui
se	PRO:clo	se
met	VER:pres	mettre
en	PRP	en
place	NOM	place
pour	PRP	pour
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
on	PRO:cls	on
a	VER:pres	avoir
tous	PRO:ind	tout
des	DET:ind	un
des	DET:ind	un
mécanismes	NOM	mécanisme
de	PRP	de
défense	NOM	défense
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
normal	ADJ	normal
hein	INT	hein
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plein	ADV	plein
de	PRP	de
choses	NOM	chose
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
refoulées	VER:pper	refouler
euh	INT	euh
après	ADV	après
euh	INT	euh
pour	PRP	pour
euh	INT	euh
en	PRP	en
avoir	VER:infi	avoir
conscience	NOM	conscience
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
autre	ADJ	autre
affaire	NOM	affaire
quoi	INT	quoi
c'	PRO:cls	ce
est	AUX:pres	être
compliqué	VER:pper	compliquer
et	KON	et
du	PRP:det	du
coup	NOM	coup
c'	PRO:cls	ce
est	VER:pres	être
pareil	ADJ	pareil
en	PRP	en
plus	ADV	plus
de	PRP	de
le	PRO:clo	le
faire	VER:infi	faire
ressortir	VER:infi	ressortir
euh	INT	euh
à	PRP	à
la	DET:def	le
conscience	NOM	conscience
puisque	KON	puisque
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
complètement	ADV	complètement
dans	PRP	dans
l'	DET:def	le
inconscient	NOM	inconscient
donc	ADV	donc
pour	PRP	pour
le	PRO:clo	le
mettre	VER:infi	mettre
dans	PRP	dans
la	DET:def	le
conscience	NOM	conscience
de	PRP	de
la	DET:def	le
de	PRP	de
la	DET:def	le
part	NOM	part
du	PRP:det	du
du	PRP:det	du
patient	NOM	patient
euh	INT	euh
c'	PRO:cls	ce
est	AUX:pres	être
vachement	ADV	vachement
compliqué	VER:pper	compliquer
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
en	PRP	en
plus	ADV	plus
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
euh	INT	euh
hum	FNO	hum
réussir	VER:infi	réussir
à	PRP	à
mettre	VER:infi	mettre
une	DET:ind	un
euh	INT	euh
une	DET:ind	un
vraie	ADJ	vrai
situation	NOM	situation
de	PRP	de
confiance	NOM	confiance
euh	INT	euh
qui	PRO:rel	qui
soit	AUX:subp	être
euh	INT	euh
au	PRP:det	au
clair	ADJ	clair
aussi	ADV	aussi
avec	PRP	avec
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
veut	VER:pres	vouloir
dire	VER:infi	dire
et	KON	et
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
veut	VER:pres	vouloir
faire	VER:infi	faire
et	KON	et
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
que	KON	que
pareil	ADV	pareil
du	PRP:det	du
coup	NOM	coup
le	DET:def	le
boulot	NOM	boulot
de	PRP	de
psy	NOM	psy
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
non	FNO	non
plus	ADV	plus
comme	KON	comme
euh	INT	euh
certains	DET:ind	certains
ont	VER:pres	avoir
l'	DET:def	le
idée	NOM	idée
de	PRP	de
se	PRO:clo	se
dire	VER:infi	dire
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
il	PRO:cls	il
est	AUX:pres	être
assis	VER:pper	asseoir
sur	PRP	sur
une	DET:ind	un
chaise	NOM	chaise
et	KON	et
il	PRO:cls	il
fait	VER:pres	faire
que	KON	que
écouter	VER:infi	écouter
euh	INT	euh
que	KON	que
écouter	VER:infi	écouter
l'	DET:def	le
autre	ADJ	autre
parce	TRC	parce
que	KON	que
même	ADV	même
si	KON	si
tu	PRO:cls	tu
écoutes	VER:pres	écouter
beaucoup	ADV	beaucoup
et	KON	et
que	KON	que
bah	INT	bah
tu	PRO:cls	tu
vas	VER:pres	aller
pas	ADV	pas
raconter	VER:infi	raconter
ta	DET:pos	ton
vie	NOM	vie
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
ton	DET:pos	ton
boulot	NOM	boulot
mais	KON	mais
malgré	PRP	malgré
tout	PRO:ind	tout
tu	PRO:cls	tu
diriges	VER:pres	diriger
euh	INT	euh
ton	DET:pos	ton
patient	NOM	patient
vers	PRP	vers
certaines	DET:ind	certains
questions	NOM	question
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quand	KON	quand
même	ADV	même
un	DET:ind	un
travail	NOM	travail
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
n'	ADV	ne
importe	VER:pres	importer
quelles	DET:int	quel
questions	NOM	question
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
t'	PRO:clo	te
aperçois	VER:pres	apercevoir
qu'	KON	que
avec	PRP	avec
ce	PRO:dem	ce
qui	PRO:rel	qui
t'	PRO:clo	te
a	AUX:pres	avoir
dit	VER:pper	dire
il	PRO:cls	il
va	VER:pres	aller
peut-être	ADV	peut-être
t'	PRO:clo	te
emmener	VER:infi	emmener
à	PRP	à
d-	TRC	d-
à	PRP	à
un	DET:ind	un
endroit	NOM	endroit
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
tu	PRO:cls	tu
testes	VER:pres	tester
et	KON	et
mais	KON	mais
tu	PRO:cls	tu
poses	VER:pres	poser
euh	INT	euh
des	DET:ind	un
questions	NOM	question
particulières	ADJ	particulier
pour	PRP	pour
l'	PRO:clo	le
emmener	VER:infi	emmener
vraiment	ADV	vraiment
vers	PRP	vers
l'	DET:def	le
endroit	NOM	endroit
là	ADV	là
hum	FNO	hum
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
euh	INT	euh
juste	ADV	juste
euh	INT	euh
voilà	FNO	voilà
tiens	INT	tiens
euh	INT	euh
je	PRO:cls	je
sors	VER:pres	sortir
ma	DET:pos	mon
liste	NOM	liste
de	PRP	de
questions	NOM	question
euh	INT	euh
ah	INT	ah
bon	INT	bon
comment	PRO:int	comment
ça	PRO:ton	ça
enfin	ADV	enfin
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
euh	INT	euh
qu'	KON	que
on	PRO:cls	on
a	VER:pres	avoir
souvent	ADV	souvent
le	DET:def	le
cliché	NOM	cliché
du	PRP:det	du
psy	NOM	psy
euh	INT	euh
qui	PRO:rel	qui
euh	INT	euh
est	VER:pres	être
à	PRP	à
côté	NOM	côté
du	DET:par	du
voilà	FNO	voilà
canapé	NOM	canapé
et	KON	et
oui	FNO	oui
tout	ADV	tout
à	PRP	à
fait	NOM	fait
voilà	FNO	voilà
et	KON	et
écoute	VER:impe	écouter
euh	INT	euh
son	DET:pos	son
patient	NOM	patient
euh	INT	euh
et	KON	et
ça	PRO:ton	ça
ça	PRO:ton	ça
ça	PRO:cls	ça
reste	VER:pres	rester
encore	ADV	encore
malgré	PRP	malgré
tout	PRO:ind	tout
malgré	PRP	malgré
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
de	PRP	de
gens	NOM	gens
qui	PRO:rel	qui
vont	VER:pres	aller
chez	PRP	chez
les	DET:def	le
psys	NOM	psy
hein	INT	hein
euh	INT	euh
moi	PRO:ton	moi
je	PRO:cls	je
sais	VER:pres	savoir
que	KON	que
mes	DET:pos	mon
parents	NOM	parent
euh	INT	euh
voilà	FNO	voilà
ils	PRO:cls	il
ont	VER:pres	avoir
j-	TRC	j-
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
peux	VER:pres	pouvoir
rien	PRO:ind	rien
y	PRO:clo	y
faire	VER:infi	faire
mais	KON	mais
voilà	FNO	voilà
ils	PRO:cls	il
ont	VER:pres	avoir
une	DET:ind	un
mauvaise	ADJ	mauvais
idée	NOM	idée
une	DET:ind	un
mauvaise	ADJ	mauvais
représentation	NOM	représentation
euh	INT	euh
des	DET:ind	un
choses	NOM	chose
euh	INT	euh
ils	PRO:cls	il
comprennent	VER:pres	comprendre
pas	ADV	pas
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
fais	VER:pres	faire
mais	KON	mais
en	PRP	en
même	ADJ	même
temps	NOM	temps
ils	PRO:cls	il
veulent	VER:pres	vouloir
pas	ADV	pas
s'	PRO:clo	se
en	PRO:clo	en
intéresser	VER:infi	intéresser
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
fait	VER:pres	faire
peur	NOM	peur
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
côté	NOM	côté
c'	PRO:cls	ce
est	VER:pres	être
oui	FNO	oui
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
aussi	ADV	aussi
le	DET:def	le
côté	NOM	côté
là	ADV	là
enfin	ADV	enfin
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
ont	VER:pres	avoir
peur	NOM	peur
aussi	ADV	aussi
en	PRP	en
disant	VER:ppre	dire
oui	FNO	oui
bah	INT	bah
toi	PRO:ton	toi
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
euh	INT	euh
avec	PRP	avec
euh	INT	euh
tes	DET:pos	ton
idées	NOM	idée
de	PRP	de
psy	NOM	psy
et	KON	et
euh	INT	euh
parce	TRC	parce
que	KON	que
on	PRO:cls	on
voilà	FNO	voilà
il	PRO:cls	il
ça	PRO:cls	ça
vous	PRO:clo	vous
fait	VER:pres	faire
paf-	TRC	<unknown>
pas	ADV	pas
peur	NOM	peur
le	DET:def	le
métier	NOM	métier
là	ADV	là
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
enfin	ADV	enfin
on	PRO:cls	on
a	VER:pres	avoir
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
cliché	NOM	cliché
aussi	ADV	aussi
on	PRO:cls	on
dit	VER:pres	dire
souvent	ADV	souvent
que	KON	que
les	DET:def	le
que	KON	que
beaucoup	ADV	beaucoup
de	PRP	de
psychologues	NOM	psychologue
euh	INT	euh
finissent	VER:pres	finir
euh	INT	euh
par	PRP	par
se	PRO:clo	se
suicider	VER:infi	suicider
euh	INT	euh
non	FNO	non
mais	KON	mais
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
cliché	NOM	cliché
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
comme	KON	comme
beaucoup	ADV	beaucoup
de	PRP	de
profs	NOM:trc	professeur
hum	FNO	hum
comme	KON	comme
après	ADV	après
le	DET:def	le
cliché	NOM	cliché
qui	PRO:rel	qui
dit	VER:pres	dire
euh	INT	euh
g-	TRC	g-
enfin	ADV	enfin
tous	DET:pre	tout
les	DET:def	le
avec	PRP	avec
la	DET:def	le
blague	NOM	blague
euh	INT	euh
voilà	FNO	voilà
euh	INT	euh
disant	VER:ppre	dire
euh	INT	euh
l'	DET:def	le
hopital	NOM	<unknown>
psychiatrique	ADJ	psychiatrique
euh	INT	euh
au	PRP:det	au
premier	ADJ	premier
étage	NOM	étage
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
euh	INT	euh
les	DET:def	le
les	DET:def	le
les	DET:def	le
petits	ADJ	petit
malades	NOM	malade
mentaux	ADJ	mental
au	PRP:det	au
deuxième	ADJ	deuxième
euh	INT	euh
encore	ADV	encore
plus	ADV	plus
et	KON	et
hum	FNO	hum
puis	KON	puis
euh	INT	euh
au	PRP:det	au
dernier	ADJ	dernier
étage	NOM	étage
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
directeur	NOM	directeur
enfin	ADV	enfin
oui	FNO	oui
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
dans	PRP	dans
l'	DET:def	le
idée	NOM	idée
euh	INT	euh
non	FNO	non
euh	INT	euh
tous	DET:pre	tout
les	DET:def	le
métiers	NOM	métier
ont	VER:pres	avoir
leurs	DET:pos	leur
inconvénients	NOM	inconvénient
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
un	DET:ind	un
grand	ADJ	grand
euh	INT	euh
médecin	NOM	médecin
euh	INT	euh
enfin	ADV	enfin
euh	INT	euh
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
un	DET:ind	un
grand	ADJ	grand
chirurgien	NOM	chirurgien
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
conséquences	NOM	conséquence
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
du	PRP:det	du
stress	NOM	stress
hum	FNO	hum
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
prof	NOM:trc	professeur
euh	INT	euh
je	PRO:cls	je
suis	AUX:pres	être
désolée	VER:pper	désoler
enfin	ADV	enfin
euh	INT	euh
être	AUX:infi	être
prof	NOM:trc	professeur
de	PRP	de
nos	DET:pos	notre
jours	NOM	jour
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
facile	ADJ	facile
non	FNO	non
plus	ADV	plus
donc	ADV	donc
euh	INT	euh
bon	INT	bon
forcément	ADV	forcément
on	PRO:cls	on
on	PRO:cls	on
sait	VER:pres	savoir
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
toujours	ADV	toujours
des	DET:ind	un
des	DET:ind	un
petits	ADJ	petit
risques	NOM	risque
hein	INT	hein
parce	TRC	parce
que	KON	que
écouter	VER:infi	écouter
tous	DET:pre	tout
les	DET:def	le
jours	NOM	jour
des	PRP:det	du
gens	NOM	gens
euh	INT	euh
hum	FNO	hum
voilà	FNO	voilà
mais	KON	mais
s-	TRC	s-
certes	ADV	certes
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
facile	ADJ	facile
mais	KON	mais
si	KON	si
on	PRO:cls	on
fait	VER:pres	faire
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
qu'	KON	que
on	PRO:cls	on
se	PRO:clo	se
dit	VER:pres	dire
que	KON	que
que	KON	que
